Hospital_ID,race,Percent_Hospital,Percent_Region,Percent_State,outcome,Region
35507,FL_Hispanic,100%,100%,98%,Anticoagulation for AF at discharge,West Central
35507,White,98%,97%,97%,Anticoagulation for AF at discharge,West Central
35507,Black,100%,96%,98%,Statins at Discharge,West Central
35507,FL_Hispanic,100%,96%,98%,Statins at Discharge,West Central
35507,White,99%,97%,97%,Statins at Discharge,West Central
35507,Black,100%,99%,97%,Smoking Cessation Counseling,West Central
35507,White,100%,99%,98%,Smoking Cessation Counseling,West Central
35507,Black,96%,93%,94%,Defect Free Care,West Central
35507,FL_Hispanic,100%,92%,94%,Defect Free Care,West Central
35507,White,97%,93%,93%,Defect Free Care,West Central
35507,Black,100%,28%,46%,Door To Needle Time Within 60 Minutes,West Central
35507,FL_Hispanic,100%,35%,68%,Door To Needle Time Within 60 Minutes,West Central
35507,White,70%,39%,52%,Door To Needle Time Within 60 Minutes,West Central
35507,Black,37%,22%,28%,Door to CT Time Within 25 Minutes (All Strokes),West Central
35507,FL_Hispanic,57%,22%,36%,Door to CT Time Within 25 Minutes (All Strokes),West Central
35507,White,41%,34%,36%,Door to CT Time Within 25 Minutes (All Strokes),West Central
35507,Black,25%,32%,42%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,West Central
35507,FL_Hispanic,100%,33%,43%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,West Central
35507,White,45%,31%,37%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,West Central
37214,Black,100%,98%,96%,rtPA Arrive by 2 hour and Treat by 3 hour,South
37214,FL_Hispanic,100%,97%,97%,rtPA Arrive by 2 hour and Treat by 3 hour,South
37214,White,92%,96%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,South
37214,Black,98%,97%,98%,Early Antithrombotics (2 days),South
37214,FL_Hispanic,100%,97%,97%,Early Antithrombotics (2 days),South
37214,White,100%,98%,98%,Early Antithrombotics (2 days),South
37214,Black,99%,98%,98%,VTE Prophylaxis,South
37214,FL_Hispanic,92%,98%,98%,VTE Prophylaxis,South
37214,White,99%,97%,97%,VTE Prophylaxis,South
37214,Black,100%,99%,99%,Antithrombotics at discharge,South
37214,FL_Hispanic,100%,99%,99%,Antithrombotics at discharge,South
37214,White,100%,99%,99%,Antithrombotics at discharge,South
37214,Black,100%,98%,97%,Anticoagulation for AF at discharge,South
37214,FL_Hispanic,100%,97%,98%,Anticoagulation for AF at discharge,South
37214,White,100%,97%,97%,Anticoagulation for AF at discharge,South
37214,Black,100%,99%,98%,Statins at Discharge,South
37214,FL_Hispanic,100%,98%,98%,Statins at Discharge,South
37214,White,98%,98%,97%,Statins at Discharge,South
37214,Black,100%,97%,97%,Smoking Cessation Counseling,South
37214,FL_Hispanic,100%,95%,97%,Smoking Cessation Counseling,South
37214,White,100%,99%,98%,Smoking Cessation Counseling,South
37214,Black,98%,94%,94%,Defect Free Care,South
37214,FL_Hispanic,92%,93%,94%,Defect Free Care,South
37214,White,97%,94%,93%,Defect Free Care,South
37214,Black,36%,54%,46%,Door To Needle Time Within 60 Minutes,South
37214,FL_Hispanic,50%,76%,68%,Door To Needle Time Within 60 Minutes,South
37214,White,38%,66%,52%,Door To Needle Time Within 60 Minutes,South
37214,Black,30%,32%,28%,Door to CT Time Within 25 Minutes (All Strokes),South
37214,FL_Hispanic,33%,43%,36%,Door to CT Time Within 25 Minutes (All Strokes),South
37214,White,34%,45%,36%,Door to CT Time Within 25 Minutes (All Strokes),South
37214,Black,52%,47%,42%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
37214,FL_Hispanic,100%,44%,43%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
37214,White,46%,43%,37%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
37454,Black,100%,90%,96%,rtPA Arrive by 2 hour and Treat by 3 hour,East Central
37454,FL_Hispanic,100%,97%,97%,rtPA Arrive by 2 hour and Treat by 3 hour,East Central
37454,White,100%,92%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,East Central
37454,Black,97%,98%,98%,Early Antithrombotics (2 days),East Central
37454,FL_Hispanic,100%,98%,97%,Early Antithrombotics (2 days),East Central
37454,White,99%,98%,98%,Early Antithrombotics (2 days),East Central
37454,Black,95%,99%,98%,VTE Prophylaxis,East Central
37454,FL_Hispanic,100%,99%,98%,VTE Prophylaxis,East Central
37454,White,99%,98%,97%,VTE Prophylaxis,East Central
37454,Black,100%,100%,99%,Antithrombotics at discharge,East Central
37454,FL_Hispanic,95%,99%,99%,Antithrombotics at discharge,East Central
37454,White,99%,100%,99%,Antithrombotics at discharge,East Central
37454,Black,100%,94%,97%,Anticoagulation for AF at discharge,East Central
37454,FL_Hispanic,100%,100%,98%,Anticoagulation for AF at discharge,East Central
37454,White,95%,97%,97%,Anticoagulation for AF at discharge,East Central
37454,Black,100%,99%,98%,Statins at Discharge,East Central
37454,FL_Hispanic,100%,98%,98%,Statins at Discharge,East Central
37454,White,98%,97%,97%,Statins at Discharge,East Central
37454,Black,100%,94%,97%,Smoking Cessation Counseling,East Central
37454,FL_Hispanic,100%,100%,97%,Smoking Cessation Counseling,East Central
37454,White,90%,95%,98%,Smoking Cessation Counseling,East Central
37454,Black,95%,94%,94%,Defect Free Care,East Central
37454,FL_Hispanic,96%,96%,94%,Defect Free Care,East Central
37454,White,95%,94%,93%,Defect Free Care,East Central
37454,FL_Hispanic,50%,43%,68%,Door To Needle Time Within 60 Minutes,East Central
37454,White,33%,44%,52%,Door To Needle Time Within 60 Minutes,East Central
37454,Black,8%,22%,28%,Door to CT Time Within 25 Minutes (All Strokes),East Central
37454,White,9%,26%,36%,Door to CT Time Within 25 Minutes (All Strokes),East Central
37454,Black,50%,37%,42%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
37454,FL_Hispanic,67%,44%,43%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
37454,White,35%,34%,37%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
37474,Black,100%,98%,98%,Early Antithrombotics (2 days),East Central
37474,FL_Hispanic,100%,98%,97%,Early Antithrombotics (2 days),East Central
37474,White,91%,98%,98%,Early Antithrombotics (2 days),East Central
37474,Black,100%,99%,98%,VTE Prophylaxis,East Central
37474,FL_Hispanic,100%,99%,98%,VTE Prophylaxis,East Central
37474,White,100%,98%,97%,VTE Prophylaxis,East Central
37474,Black,100%,100%,99%,Antithrombotics at discharge,East Central
37474,FL_Hispanic,100%,99%,99%,Antithrombotics at discharge,East Central
37474,White,91%,100%,99%,Antithrombotics at discharge,East Central
37474,White,100%,97%,97%,Anticoagulation for AF at discharge,East Central
37474,Black,100%,99%,98%,Statins at Discharge,East Central
37474,FL_Hispanic,100%,98%,98%,Statins at Discharge,East Central
37474,White,100%,97%,97%,Statins at Discharge,East Central
37474,Black,100%,94%,97%,Smoking Cessation Counseling,East Central
37474,White,100%,95%,98%,Smoking Cessation Counseling,East Central
37474,Black,100%,94%,94%,Defect Free Care,East Central
37474,FL_Hispanic,100%,96%,94%,Defect Free Care,East Central
37474,White,92%,94%,93%,Defect Free Care,East Central
37474,White,9%,26%,36%,Door to CT Time Within 25 Minutes (All Strokes),East Central
37475,FL_Hispanic,100%,97%,97%,rtPA Arrive by 2 hour and Treat by 3 hour,East Central
37475,White,67%,92%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,East Central
37475,Black,100%,98%,98%,Early Antithrombotics (2 days),East Central
37475,FL_Hispanic,100%,98%,97%,Early Antithrombotics (2 days),East Central
37475,White,99%,98%,98%,Early Antithrombotics (2 days),East Central
37475,Black,100%,99%,98%,VTE Prophylaxis,East Central
37475,FL_Hispanic,100%,99%,98%,VTE Prophylaxis,East Central
37475,White,98%,98%,97%,VTE Prophylaxis,East Central
37475,Black,100%,100%,99%,Antithrombotics at discharge,East Central
37475,FL_Hispanic,100%,99%,99%,Antithrombotics at discharge,East Central
37475,White,100%,100%,99%,Antithrombotics at discharge,East Central
37475,White,100%,97%,97%,Anticoagulation for AF at discharge,East Central
37475,Black,100%,99%,98%,Statins at Discharge,East Central
37475,FL_Hispanic,86%,98%,98%,Statins at Discharge,East Central
37475,White,100%,97%,97%,Statins at Discharge,East Central
37475,Black,100%,94%,97%,Smoking Cessation Counseling,East Central
37475,FL_Hispanic,100%,100%,97%,Smoking Cessation Counseling,East Central
37475,White,100%,95%,98%,Smoking Cessation Counseling,East Central
37475,Black,100%,94%,94%,Defect Free Care,East Central
37475,FL_Hispanic,93%,96%,94%,Defect Free Care,East Central
37475,White,96%,94%,93%,Defect Free Care,East Central
37475,FL_Hispanic,14%,20%,36%,Door to CT Time Within 25 Minutes (All Strokes),East Central
37475,White,8%,26%,36%,Door to CT Time Within 25 Minutes (All Strokes),East Central
37475,FL_Hispanic,100%,44%,43%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
37475,White,33%,34%,37%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
37476,Black,100%,98%,98%,Early Antithrombotics (2 days),East Central
37476,FL_Hispanic,100%,98%,97%,Early Antithrombotics (2 days),East Central
37476,White,100%,98%,98%,Early Antithrombotics (2 days),East Central
37476,Black,100%,99%,98%,VTE Prophylaxis,East Central
37476,FL_Hispanic,94%,99%,98%,VTE Prophylaxis,East Central
37476,White,100%,98%,97%,VTE Prophylaxis,East Central
37476,Black,100%,100%,99%,Antithrombotics at discharge,East Central
37476,FL_Hispanic,100%,99%,99%,Antithrombotics at discharge,East Central
37476,White,100%,100%,99%,Antithrombotics at discharge,East Central
37476,Black,100%,94%,97%,Anticoagulation for AF at discharge,East Central
37476,FL_Hispanic,100%,100%,98%,Anticoagulation for AF at discharge,East Central
37476,White,89%,97%,97%,Anticoagulation for AF at discharge,East Central
37476,Black,89%,99%,98%,Statins at Discharge,East Central
37476,FL_Hispanic,93%,98%,98%,Statins at Discharge,East Central
37476,White,93%,97%,97%,Statins at Discharge,East Central
37476,Black,100%,94%,97%,Smoking Cessation Counseling,East Central
37476,FL_Hispanic,100%,100%,97%,Smoking Cessation Counseling,East Central
37476,White,100%,95%,98%,Smoking Cessation Counseling,East Central
37476,Black,93%,94%,94%,Defect Free Care,East Central
37476,FL_Hispanic,88%,96%,94%,Defect Free Care,East Central
37476,White,93%,94%,93%,Defect Free Care,East Central
37476,White,5%,26%,36%,Door to CT Time Within 25 Minutes (All Strokes),East Central
37494,Black,100%,90%,96%,rtPA Arrive by 2 hour and Treat by 3 hour,East Central
37494,FL_Hispanic,100%,97%,97%,rtPA Arrive by 2 hour and Treat by 3 hour,East Central
37494,White,96%,92%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,East Central
37494,Black,99%,98%,98%,Early Antithrombotics (2 days),East Central
37494,FL_Hispanic,100%,98%,97%,Early Antithrombotics (2 days),East Central
37494,White,99%,98%,98%,Early Antithrombotics (2 days),East Central
37494,Black,100%,99%,98%,VTE Prophylaxis,East Central
37494,FL_Hispanic,100%,99%,98%,VTE Prophylaxis,East Central
37494,White,100%,98%,97%,VTE Prophylaxis,East Central
37494,Black,100%,100%,99%,Antithrombotics at discharge,East Central
37494,FL_Hispanic,100%,99%,99%,Antithrombotics at discharge,East Central
37494,White,100%,100%,99%,Antithrombotics at discharge,East Central
37494,Black,100%,94%,97%,Anticoagulation for AF at discharge,East Central
37494,FL_Hispanic,100%,100%,98%,Anticoagulation for AF at discharge,East Central
37494,White,100%,97%,97%,Anticoagulation for AF at discharge,East Central
37494,Black,99%,99%,98%,Statins at Discharge,East Central
37494,FL_Hispanic,100%,98%,98%,Statins at Discharge,East Central
37494,White,100%,97%,97%,Statins at Discharge,East Central
37494,Black,84%,94%,97%,Smoking Cessation Counseling,East Central
37494,FL_Hispanic,100%,100%,97%,Smoking Cessation Counseling,East Central
37494,White,92%,95%,98%,Smoking Cessation Counseling,East Central
37494,Black,95%,94%,94%,Defect Free Care,East Central
37494,FL_Hispanic,100%,96%,94%,Defect Free Care,East Central
37494,White,97%,94%,93%,Defect Free Care,East Central
37494,Black,56%,47%,46%,Door To Needle Time Within 60 Minutes,East Central
37494,FL_Hispanic,42%,43%,68%,Door To Needle Time Within 60 Minutes,East Central
37494,White,47%,44%,52%,Door To Needle Time Within 60 Minutes,East Central
37494,Black,18%,22%,28%,Door to CT Time Within 25 Minutes (All Strokes),East Central
37494,FL_Hispanic,29%,20%,36%,Door to CT Time Within 25 Minutes (All Strokes),East Central
37494,White,31%,26%,36%,Door to CT Time Within 25 Minutes (All Strokes),East Central
37494,Black,38%,37%,42%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
37494,FL_Hispanic,39%,44%,43%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
37494,White,43%,34%,37%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
37495,FL_Hispanic,100%,97%,97%,rtPA Arrive by 2 hour and Treat by 3 hour,East Central
37495,White,100%,92%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,East Central
37495,Black,100%,98%,98%,Early Antithrombotics (2 days),East Central
37495,FL_Hispanic,96%,98%,97%,Early Antithrombotics (2 days),East Central
37495,White,97%,98%,98%,Early Antithrombotics (2 days),East Central
37495,Black,100%,99%,98%,VTE Prophylaxis,East Central
37495,FL_Hispanic,100%,99%,98%,VTE Prophylaxis,East Central
37495,White,100%,98%,97%,VTE Prophylaxis,East Central
37495,Black,94%,100%,99%,Antithrombotics at discharge,East Central
37495,FL_Hispanic,100%,99%,99%,Antithrombotics at discharge,East Central
37495,White,99%,100%,99%,Antithrombotics at discharge,East Central
37495,FL_Hispanic,100%,100%,98%,Anticoagulation for AF at discharge,East Central
37495,White,100%,97%,97%,Anticoagulation for AF at discharge,East Central
37495,Black,100%,99%,98%,Statins at Discharge,East Central
37495,FL_Hispanic,100%,98%,98%,Statins at Discharge,East Central
37495,White,100%,97%,97%,Statins at Discharge,East Central
37495,Black,100%,94%,97%,Smoking Cessation Counseling,East Central
37495,FL_Hispanic,100%,100%,97%,Smoking Cessation Counseling,East Central
37495,White,91%,95%,98%,Smoking Cessation Counseling,East Central
37495,Black,94%,94%,94%,Defect Free Care,East Central
37495,FL_Hispanic,96%,96%,94%,Defect Free Care,East Central
37495,White,95%,94%,93%,Defect Free Care,East Central
37495,White,25%,44%,52%,Door To Needle Time Within 60 Minutes,East Central
37495,Black,13%,22%,28%,Door to CT Time Within 25 Minutes (All Strokes),East Central
37495,White,4%,26%,36%,Door to CT Time Within 25 Minutes (All Strokes),East Central
37495,FL_Hispanic,25%,44%,43%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
37495,White,29%,34%,37%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
37496,FL_Hispanic,100%,97%,97%,rtPA Arrive by 2 hour and Treat by 3 hour,East Central
37496,White,100%,92%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,East Central
37496,Black,100%,98%,98%,Early Antithrombotics (2 days),East Central
37496,FL_Hispanic,100%,98%,97%,Early Antithrombotics (2 days),East Central
37496,White,100%,98%,98%,Early Antithrombotics (2 days),East Central
37496,Black,100%,99%,98%,VTE Prophylaxis,East Central
37496,FL_Hispanic,100%,99%,98%,VTE Prophylaxis,East Central
37496,White,97%,98%,97%,VTE Prophylaxis,East Central
37496,Black,100%,100%,99%,Antithrombotics at discharge,East Central
37496,FL_Hispanic,100%,99%,99%,Antithrombotics at discharge,East Central
37496,White,100%,100%,99%,Antithrombotics at discharge,East Central
37496,FL_Hispanic,100%,100%,98%,Anticoagulation for AF at discharge,East Central
37496,White,100%,97%,97%,Anticoagulation for AF at discharge,East Central
37496,Black,100%,99%,98%,Statins at Discharge,East Central
37496,FL_Hispanic,100%,98%,98%,Statins at Discharge,East Central
37496,White,93%,97%,97%,Statins at Discharge,East Central
37496,Black,100%,94%,97%,Smoking Cessation Counseling,East Central
37496,FL_Hispanic,100%,100%,97%,Smoking Cessation Counseling,East Central
37496,White,100%,95%,98%,Smoking Cessation Counseling,East Central
37496,Black,100%,94%,94%,Defect Free Care,East Central
37496,FL_Hispanic,100%,96%,94%,Defect Free Care,East Central
37496,White,92%,94%,93%,Defect Free Care,East Central
37496,FL_Hispanic,50%,43%,68%,Door To Needle Time Within 60 Minutes,East Central
37496,White,100%,44%,52%,Door To Needle Time Within 60 Minutes,East Central
37496,Black,40%,22%,28%,Door to CT Time Within 25 Minutes (All Strokes),East Central
37496,FL_Hispanic,28%,20%,36%,Door to CT Time Within 25 Minutes (All Strokes),East Central
37496,White,24%,26%,36%,Door to CT Time Within 25 Minutes (All Strokes),East Central
37496,FL_Hispanic,50%,44%,43%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
37496,White,75%,34%,37%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
37556,White,100%,94%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,West Central
37556,Black,94%,97%,98%,Early Antithrombotics (2 days),West Central
37556,FL_Hispanic,100%,97%,97%,Early Antithrombotics (2 days),West Central
37556,White,96%,97%,98%,Early Antithrombotics (2 days),West Central
37556,Black,100%,98%,98%,VTE Prophylaxis,West Central
37556,FL_Hispanic,100%,99%,98%,VTE Prophylaxis,West Central
37556,White,94%,98%,97%,VTE Prophylaxis,West Central
37556,Black,94%,99%,99%,Antithrombotics at discharge,West Central
37556,FL_Hispanic,100%,98%,99%,Antithrombotics at discharge,West Central
37556,White,97%,99%,99%,Antithrombotics at discharge,West Central
37556,White,100%,97%,97%,Anticoagulation for AF at discharge,West Central
37556,Black,100%,96%,98%,Statins at Discharge,West Central
37556,FL_Hispanic,100%,96%,98%,Statins at Discharge,West Central
37556,White,95%,97%,97%,Statins at Discharge,West Central
37556,Black,100%,99%,97%,Smoking Cessation Counseling,West Central
37556,FL_Hispanic,100%,100%,97%,Smoking Cessation Counseling,West Central
37556,White,100%,99%,98%,Smoking Cessation Counseling,West Central
37556,Black,88%,93%,94%,Defect Free Care,West Central
37556,FL_Hispanic,100%,92%,94%,Defect Free Care,West Central
37556,White,87%,93%,93%,Defect Free Care,West Central
37556,White,50%,39%,52%,Door To Needle Time Within 60 Minutes,West Central
37556,Black,14%,22%,28%,Door to CT Time Within 25 Minutes (All Strokes),West Central
37556,White,25%,34%,36%,Door to CT Time Within 25 Minutes (All Strokes),West Central
37556,White,14%,31%,37%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,West Central
37818,PR_Hispanic,96%,67%,67%,rtPA Arrive by 2 hour and Treat by 3 hour,PR
37818,PR_Hispanic,86%,85%,85%,Early Antithrombotics (2 days),PR
37818,PR_Hispanic,90%,79%,79%,VTE Prophylaxis,PR
37818,PR_Hispanic,96%,93%,93%,Antithrombotics at discharge,PR
37818,PR_Hispanic,97%,93%,93%,Anticoagulation for AF at discharge,PR
37818,PR_Hispanic,88%,83%,83%,Statins at Discharge,PR
37818,PR_Hispanic,100%,95%,95%,Smoking Cessation Counseling,PR
37818,PR_Hispanic,74%,63%,63%,Defect Free Care,PR
37818,PR_Hispanic,50%,49%,49%,Door To Needle Time Within 60 Minutes,PR
37818,PR_Hispanic,19%,29%,29%,Door to CT Time Within 25 Minutes (All Strokes),PR
37818,PR_Hispanic,47%,54%,54%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,PR
37896,Black,100%,100%,96%,rtPA Arrive by 2 hour and Treat by 3 hour,North
37896,White,96%,89%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,North
37896,Black,100%,99%,98%,Early Antithrombotics (2 days),North
37896,FL_Hispanic,100%,100%,97%,Early Antithrombotics (2 days),North
37896,White,99%,98%,98%,Early Antithrombotics (2 days),North
37896,Black,99%,96%,98%,VTE Prophylaxis,North
37896,FL_Hispanic,100%,100%,98%,VTE Prophylaxis,North
37896,White,97%,95%,97%,VTE Prophylaxis,North
37896,Black,99%,98%,99%,Antithrombotics at discharge,North
37896,FL_Hispanic,100%,95%,99%,Antithrombotics at discharge,North
37896,White,100%,99%,99%,Antithrombotics at discharge,North
37896,Black,100%,100%,97%,Anticoagulation for AF at discharge,North
37896,FL_Hispanic,100%,100%,98%,Anticoagulation for AF at discharge,North
37896,White,100%,98%,97%,Anticoagulation for AF at discharge,North
37896,Black,99%,95%,98%,Statins at Discharge,North
37896,FL_Hispanic,100%,94%,98%,Statins at Discharge,North
37896,White,97%,95%,97%,Statins at Discharge,North
37896,Black,96%,96%,97%,Smoking Cessation Counseling,North
37896,FL_Hispanic,100%,100%,97%,Smoking Cessation Counseling,North
37896,White,97%,99%,98%,Smoking Cessation Counseling,North
37896,Black,97%,91%,94%,Defect Free Care,North
37896,FL_Hispanic,100%,96%,94%,Defect Free Care,North
37896,White,93%,91%,93%,Defect Free Care,North
37896,Black,55%,42%,46%,Door To Needle Time Within 60 Minutes,North
37896,White,70%,49%,52%,Door To Needle Time Within 60 Minutes,North
37896,Black,32%,32%,28%,Door to CT Time Within 25 Minutes (All Strokes),North
37896,FL_Hispanic,17%,5%,36%,Door to CT Time Within 25 Minutes (All Strokes),North
37896,White,34%,40%,36%,Door to CT Time Within 25 Minutes (All Strokes),North
37896,Black,53%,45%,42%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,North
37896,FL_Hispanic,50%,50%,43%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,North
37896,White,57%,42%,37%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,North
40934,White,63%,89%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,
40934,Black,100%,99%,98%,Early Antithrombotics (2 days),
40934,FL_Hispanic,100%,100%,97%,Early Antithrombotics (2 days),
40934,White,97%,98%,98%,Early Antithrombotics (2 days),
40934,Black,86%,96%,98%,VTE Prophylaxis,
40934,FL_Hispanic,100%,100%,98%,VTE Prophylaxis,
40934,White,92%,95%,97%,VTE Prophylaxis,
40934,Black,100%,98%,99%,Antithrombotics at discharge,
40934,FL_Hispanic,100%,95%,99%,Antithrombotics at discharge,
40934,White,98%,99%,99%,Antithrombotics at discharge,
40934,White,100%,98%,97%,Anticoagulation for AF at discharge,
40934,Black,100%,95%,98%,Statins at Discharge,
40934,FL_Hispanic,100%,94%,98%,Statins at Discharge,
40934,White,94%,95%,97%,Statins at Discharge,
40934,Black,100%,96%,97%,Smoking Cessation Counseling,
40934,White,100%,99%,98%,Smoking Cessation Counseling,
40934,Black,86%,91%,94%,Defect Free Care,
40934,FL_Hispanic,100%,96%,94%,Defect Free Care,
40934,White,83%,91%,93%,Defect Free Care,
40934,White,50%,49%,52%,Door To Needle Time Within 60 Minutes,
40934,White,40%,40%,36%,Door to CT Time Within 25 Minutes (All Strokes),
40934,White,43%,42%,37%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,
43254,PR_Hispanic,88%,67%,67%,rtPA Arrive by 2 hour and Treat by 3 hour,PR
43254,PR_Hispanic,93%,85%,85%,Early Antithrombotics (2 days),PR
43254,PR_Hispanic,87%,79%,79%,VTE Prophylaxis,PR
43254,PR_Hispanic,100%,93%,93%,Antithrombotics at discharge,PR
43254,PR_Hispanic,100%,93%,93%,Anticoagulation for AF at discharge,PR
43254,PR_Hispanic,100%,83%,83%,Statins at Discharge,PR
43254,PR_Hispanic,100%,95%,95%,Smoking Cessation Counseling,PR
43254,PR_Hispanic,79%,63%,63%,Defect Free Care,PR
43254,PR_Hispanic,51%,49%,49%,Door To Needle Time Within 60 Minutes,PR
43254,PR_Hispanic,89%,29%,29%,Door to CT Time Within 25 Minutes (All Strokes),PR
43254,PR_Hispanic,90%,54%,54%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,PR
45054,PR_Hispanic,25%,67%,67%,rtPA Arrive by 2 hour and Treat by 3 hour,PR
45054,PR_Hispanic,54%,85%,85%,Early Antithrombotics (2 days),PR
45054,PR_Hispanic,54%,79%,79%,VTE Prophylaxis,PR
45054,PR_Hispanic,78%,93%,93%,Antithrombotics at discharge,PR
45054,PR_Hispanic,89%,93%,93%,Anticoagulation for AF at discharge,PR
45054,PR_Hispanic,63%,83%,83%,Statins at Discharge,PR
45054,PR_Hispanic,50%,95%,95%,Smoking Cessation Counseling,PR
45054,PR_Hispanic,23%,63%,63%,Defect Free Care,PR
45054,PR_Hispanic,39%,29%,29%,Door to CT Time Within 25 Minutes (All Strokes),PR
45054,PR_Hispanic,43%,54%,54%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,PR
47534,Black,100%,96%,96%,rtPA Arrive by 2 hour and Treat by 3 hour,West Central
47534,White,100%,94%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,West Central
47534,Black,100%,97%,98%,Early Antithrombotics (2 days),West Central
47534,FL_Hispanic,100%,97%,97%,Early Antithrombotics (2 days),West Central
47534,White,100%,97%,98%,Early Antithrombotics (2 days),West Central
47534,Black,100%,98%,98%,VTE Prophylaxis,West Central
47534,FL_Hispanic,100%,99%,98%,VTE Prophylaxis,West Central
47534,White,95%,98%,97%,VTE Prophylaxis,West Central
47534,Black,100%,99%,99%,Antithrombotics at discharge,West Central
47534,FL_Hispanic,100%,98%,99%,Antithrombotics at discharge,West Central
47534,White,100%,99%,99%,Antithrombotics at discharge,West Central
47534,White,100%,97%,97%,Anticoagulation for AF at discharge,West Central
47534,Black,67%,96%,98%,Statins at Discharge,West Central
47534,FL_Hispanic,100%,96%,98%,Statins at Discharge,West Central
47534,White,100%,97%,97%,Statins at Discharge,West Central
47534,Black,100%,99%,97%,Smoking Cessation Counseling,West Central
47534,White,100%,99%,98%,Smoking Cessation Counseling,West Central
47534,Black,75%,93%,94%,Defect Free Care,West Central
47534,FL_Hispanic,100%,92%,94%,Defect Free Care,West Central
47534,White,95%,93%,93%,Defect Free Care,West Central
47534,White,25%,39%,52%,Door To Needle Time Within 60 Minutes,West Central
47534,Black,100%,22%,28%,Door to CT Time Within 25 Minutes (All Strokes),West Central
47534,FL_Hispanic,100%,22%,36%,Door to CT Time Within 25 Minutes (All Strokes),West Central
47534,White,88%,34%,36%,Door to CT Time Within 25 Minutes (All Strokes),West Central
47534,Black,33%,32%,42%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,West Central
47534,White,32%,31%,37%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,West Central
47874,White,100%,97%,98%,Early Antithrombotics (2 days),West Central
47874,White,86%,98%,97%,VTE Prophylaxis,West Central
47874,White,86%,99%,99%,Antithrombotics at discharge,West Central
47874,White,100%,97%,97%,Anticoagulation for AF at discharge,West Central
47874,White,83%,97%,97%,Statins at Discharge,West Central
47874,White,57%,93%,93%,Defect Free Care,West Central
47874,White,57%,34%,36%,Door to CT Time Within 25 Minutes (All Strokes),West Central
51154,PR_Hispanic,100%,67%,67%,rtPA Arrive by 2 hour and Treat by 3 hour,PR
51154,PR_Hispanic,93%,85%,85%,Early Antithrombotics (2 days),PR
51154,PR_Hispanic,74%,79%,79%,VTE Prophylaxis,PR
51154,PR_Hispanic,98%,93%,93%,Antithrombotics at discharge,PR
51154,PR_Hispanic,97%,93%,93%,Anticoagulation for AF at discharge,PR
51154,PR_Hispanic,86%,83%,83%,Statins at Discharge,PR
51154,PR_Hispanic,100%,95%,95%,Smoking Cessation Counseling,PR
51154,PR_Hispanic,66%,63%,63%,Defect Free Care,PR
51154,PR_Hispanic,57%,49%,49%,Door To Needle Time Within 60 Minutes,PR
51154,PR_Hispanic,16%,29%,29%,Door to CT Time Within 25 Minutes (All Strokes),PR
51154,PR_Hispanic,78%,54%,54%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,PR
57095,Black,100%,98%,96%,rtPA Arrive by 2 hour and Treat by 3 hour,South
57095,FL_Hispanic,100%,97%,97%,rtPA Arrive by 2 hour and Treat by 3 hour,South
57095,White,100%,96%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,South
