Hospital_ID,race, Percent_Hospital , Percent_Region , Percent_State ,outcome,num_N,deno_N
33568,FL_Hispanic,0.2,0.43,0.36,Door to CT Time Within 25 Minutes (All Strokes),2,10
33568,White,0.25,0.45,0.36,Door to CT Time Within 25 Minutes (All Strokes),44,178
33568,Black,1,0.47,0.42,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,4,4
33568,White,0.4,0.43,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,20,50
33607,FL_Hispanic,1,0.97,0.97,rtPA Arrive by 2 hour and Treat by 3 hour,3,3
33607,White,1,0.96,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,31,31
33607,Black,1,0.97,0.98,Early Antithrombotics (2 days),2,2
33607,FL_Hispanic,1,0.97,0.97,Early Antithrombotics (2 days),10,10
33607,White,0.98,0.98,0.98,Early Antithrombotics (2 days),128,130
33607,Black,1,0.98,0.98,VTE Prophylaxis,2,2
33607,FL_Hispanic,1,0.98,0.98,VTE Prophylaxis,13,13
33607,White,0.99,0.97,0.97,VTE Prophylaxis,176,178
33607,Black,1,0.99,0.99,Antithrombotics at discharge,2,2
33607,FL_Hispanic,1,0.99,0.99,Antithrombotics at discharge,10,10
33607,White,1,0.99,0.99,Antithrombotics at discharge,123,123
33607,FL_Hispanic,1,0.97,0.98,Anticoagulation for AF at discharge,2,2
33607,White,1,0.97,0.97,Anticoagulation for AF at discharge,17,17
33607,FL_Hispanic,1,0.98,0.98,Statins at Discharge,9,9
33607,White,1,0.98,0.97,Statins at Discharge,90,90
33607,FL_Hispanic,1,0.95,0.97,Smoking Cessation Counseling,2,2
33607,White,1,0.99,0.98,Smoking Cessation Counseling,24,24
33607,Black,1,0.94,0.94,Defect Free Care,2,2
33607,FL_Hispanic,1,0.93,0.94,Defect Free Care,13,13
33607,White,0.98,0.94,0.93,Defect Free Care,175,179
33607,FL_Hispanic,0.67,0.76,0.68,Door To Needle Time Within 60 Minutes,2,3
33607,White,0.74,0.66,0.52,Door To Needle Time Within 60 Minutes,29,39
33607,FL_Hispanic,0.5,0.43,0.36,Door to CT Time Within 25 Minutes (All Strokes),7,14
33607,White,0.38,0.45,0.36,Door to CT Time Within 25 Minutes (All Strokes),67,177
33607,FL_Hispanic,0.6,0.44,0.43,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,3,5
33607,White,0.6,0.43,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,39,65
34227,Black,0.5,0.9,0.96,rtPA Arrive by 2 hour and Treat by 3 hour,1,2
34227,FL_Hispanic,0.75,0.97,0.97,rtPA Arrive by 2 hour and Treat by 3 hour,3,4
34227,White,0.88,0.92,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,7,8
34227,Black,1,0.98,0.98,Early Antithrombotics (2 days),23,23
34227,FL_Hispanic,0.86,0.98,0.97,Early Antithrombotics (2 days),6,7
34227,White,0.98,0.98,0.98,Early Antithrombotics (2 days),109,111
34227,Black,1,0.99,0.98,VTE Prophylaxis,24,24
34227,FL_Hispanic,1,0.99,0.98,VTE Prophylaxis,10,10
34227,White,0.99,0.98,0.97,VTE Prophylaxis,120,121
34227,Black,1,1,0.99,Antithrombotics at discharge,20,20
34227,FL_Hispanic,1,0.99,0.99,Antithrombotics at discharge,9,9
34227,White,1,1,0.99,Antithrombotics at discharge,104,104
34227,Black,1,0.94,0.97,Anticoagulation for AF at discharge,1,1
34227,FL_Hispanic,1,1,0.98,Anticoagulation for AF at discharge,1,1
34227,White,1,0.97,0.97,Anticoagulation for AF at discharge,21,21
34227,Black,1,0.99,0.98,Statins at Discharge,14,14
34227,FL_Hispanic,1,0.98,0.98,Statins at Discharge,8,8
34227,White,0.99,0.97,0.97,Statins at Discharge,80,81
34227,Black,1,0.94,0.97,Smoking Cessation Counseling,7,7
34227,FL_Hispanic,1,1,0.97,Smoking Cessation Counseling,3,3
34227,White,0.96,0.95,0.98,Smoking Cessation Counseling,24,25
34227,Black,0.96,0.94,0.94,Defect Free Care,23,24
34227,FL_Hispanic,0.8,0.96,0.94,Defect Free Care,8,10
34227,White,0.95,0.94,0.93,Defect Free Care,119,125
34227,FL_Hispanic,1,0.43,0.68,Door To Needle Time Within 60 Minutes,3,3
34227,White,0.89,0.44,0.52,Door To Needle Time Within 60 Minutes,8,9
34227,Black,0.17,0.22,0.28,Door to CT Time Within 25 Minutes (All Strokes),4,24
34227,FL_Hispanic,0.2,0.2,0.36,Door to CT Time Within 25 Minutes (All Strokes),2,10
34227,White,0.21,0.26,0.36,Door to CT Time Within 25 Minutes (All Strokes),27,127
34227,Black,0.25,0.37,0.42,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,1,4
34227,FL_Hispanic,0.6,0.44,0.43,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,3,5
34227,White,0.21,0.34,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,9,43
34271,Black,1,1,0.96,rtPA Arrive by 2 hour and Treat by 3 hour,2,2
34271,White,1,0.89,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,1,1
34271,Black,1,0.99,0.98,Early Antithrombotics (2 days),3,3
34271,FL_Hispanic,1,1,0.97,Early Antithrombotics (2 days),1,1
34271,White,0.99,0.98,0.98,Early Antithrombotics (2 days),75,76
34271,Black,0.8,0.96,0.98,VTE Prophylaxis,4,5
34271,FL_Hispanic,1,1,0.98,VTE Prophylaxis,1,1
34271,White,0.96,0.95,0.97,VTE Prophylaxis,74,77
34271,Black,1,0.98,0.99,Antithrombotics at discharge,4,4
34271,FL_Hispanic,1,0.95,0.99,Antithrombotics at discharge,1,1
34271,White,1,0.99,0.99,Antithrombotics at discharge,71,71
34271,White,1,0.98,0.97,Anticoagulation for AF at discharge,15,15
34271,Black,1,0.95,0.98,Statins at Discharge,3,3
34271,FL_Hispanic,1,0.94,0.98,Statins at Discharge,1,1
34271,White,0.97,0.95,0.97,Statins at Discharge,58,60
34271,White,1,0.99,0.98,Smoking Cessation Counseling,10,10
34271,Black,0.8,0.91,0.94,Defect Free Care,4,5
34271,FL_Hispanic,1,0.96,0.94,Defect Free Care,1,1
34271,White,0.92,0.91,0.93,Defect Free Care,72,78
34271,Black,0.5,0.42,0.46,Door To Needle Time Within 60 Minutes,1,2
34271,White,1,0.49,0.52,Door To Needle Time Within 60 Minutes,1,1
34271,Black,0.2,0.32,0.28,Door to CT Time Within 25 Minutes (All Strokes),1,5
34271,White,0.3,0.4,0.36,Door to CT Time Within 25 Minutes (All Strokes),16,54
34271,Black,1,0.45,0.42,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,2,2
34271,White,0.07,0.42,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,1,15
35507,Black,1,0.96,0.96,rtPA Arrive by 2 hour and Treat by 3 hour,2,2
35507,FL_Hispanic,1,0.94,0.97,rtPA Arrive by 2 hour and Treat by 3 hour,2,2
35507,White,1,0.94,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,52,52
35507,Black,1,0.97,0.98,Early Antithrombotics (2 days),24,24
35507,FL_Hispanic,1,0.97,0.97,Early Antithrombotics (2 days),5,5
35507,White,0.98,0.97,0.98,Early Antithrombotics (2 days),296,302
35507,Black,0.96,0.98,0.98,VTE Prophylaxis,22,23
35507,FL_Hispanic,1,0.99,0.98,VTE Prophylaxis,8,8
35507,White,1,0.98,0.97,VTE Prophylaxis,337,338
35507,Black,1,0.99,0.99,Antithrombotics at discharge,23,23
35507,FL_Hispanic,1,0.98,0.99,Antithrombotics at discharge,8,8
35507,White,0.98,0.99,0.99,Antithrombotics at discharge,310,315
35507,Black,1,0.95,0.97,Anticoagulation for AF at discharge,2,2
35507,FL_Hispanic,1,1,0.98,Anticoagulation for AF at discharge,1,1
35507,White,0.98,0.97,0.97,Anticoagulation for AF at discharge,81,83
35507,Black,1,0.96,0.98,Statins at Discharge,16,16
35507,FL_Hispanic,1,0.96,0.98,Statins at Discharge,8,8
35507,White,0.99,0.97,0.97,Statins at Discharge,233,236
35507,Black,1,0.99,0.97,Smoking Cessation Counseling,7,7
35507,White,1,0.99,0.98,Smoking Cessation Counseling,51,51
35507,Black,0.96,0.93,0.94,Defect Free Care,27,28
35507,FL_Hispanic,1,0.92,0.94,Defect Free Care,8,8
35507,White,0.97,0.93,0.93,Defect Free Care,367,380
35507,Black,1,0.28,0.46,Door To Needle Time Within 60 Minutes,2,2
35507,FL_Hispanic,1,0.35,0.68,Door To Needle Time Within 60 Minutes,3,3
35507,White,0.7,0.39,0.52,Door To Needle Time Within 60 Minutes,40,57
35507,Black,0.37,0.22,0.28,Door to CT Time Within 25 Minutes (All Strokes),10,27
35507,FL_Hispanic,0.57,0.22,0.36,Door to CT Time Within 25 Minutes (All Strokes),4,7
35507,White,0.41,0.34,0.36,Door to CT Time Within 25 Minutes (All Strokes),156,377
35507,Black,0.25,0.32,0.42,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,2,8
35507,FL_Hispanic,1,0.33,0.43,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,3,3
35507,White,0.45,0.31,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,58,128
37214,Black,1,0.98,0.96,rtPA Arrive by 2 hour and Treat by 3 hour,11,11
37214,FL_Hispanic,1,0.97,0.97,rtPA Arrive by 2 hour and Treat by 3 hour,2,2
37214,White,0.92,0.96,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,11,12
37214,Black,0.98,0.97,0.98,Early Antithrombotics (2 days),122,124
37214,FL_Hispanic,1,0.97,0.97,Early Antithrombotics (2 days),9,9
37214,White,1,0.98,0.98,Early Antithrombotics (2 days),82,82
37214,Black,0.99,0.98,0.98,VTE Prophylaxis,139,140
37214,FL_Hispanic,0.92,0.98,0.98,VTE Prophylaxis,11,12
37214,White,0.99,0.97,0.97,VTE Prophylaxis,99,100
37214,Black,1,0.99,0.99,Antithrombotics at discharge,123,123
37214,FL_Hispanic,1,0.99,0.99,Antithrombotics at discharge,8,8
37214,White,1,0.99,0.99,Antithrombotics at discharge,78,78
37214,Black,1,0.98,0.97,Anticoagulation for AF at discharge,6,6
37214,FL_Hispanic,1,0.97,0.98,Anticoagulation for AF at discharge,3,3
37214,White,1,0.97,0.97,Anticoagulation for AF at discharge,11,11
37214,Black,1,0.99,0.98,Statins at Discharge,94,94
37214,FL_Hispanic,1,0.98,0.98,Statins at Discharge,7,7
37214,White,0.98,0.98,0.97,Statins at Discharge,54,55
37214,Black,1,0.97,0.97,Smoking Cessation Counseling,32,32
37214,FL_Hispanic,1,0.95,0.97,Smoking Cessation Counseling,3,3
37214,White,1,0.99,0.98,Smoking Cessation Counseling,18,18
37214,Black,0.98,0.94,0.94,Defect Free Care,137,140
37214,FL_Hispanic,0.92,0.93,0.94,Defect Free Care,11,12
37214,White,0.97,0.94,0.93,Defect Free Care,97,100
37214,Black,0.36,0.54,0.46,Door To Needle Time Within 60 Minutes,5,14
37214,FL_Hispanic,0.5,0.76,0.68,Door To Needle Time Within 60 Minutes,1,2
37214,White,0.38,0.66,0.52,Door To Needle Time Within 60 Minutes,5,13
37214,Black,0.3,0.32,0.28,Door to CT Time Within 25 Minutes (All Strokes),39,132
37214,FL_Hispanic,0.33,0.43,0.36,Door to CT Time Within 25 Minutes (All Strokes),4,12
37214,White,0.34,0.45,0.36,Door to CT Time Within 25 Minutes (All Strokes),30,89
37214,Black,0.52,0.47,0.42,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,15,29
37214,FL_Hispanic,1,0.44,0.43,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,2,2
37214,White,0.46,0.43,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,13,28
37454,Black,1,0.9,0.96,rtPA Arrive by 2 hour and Treat by 3 hour,1,1
37454,FL_Hispanic,1,0.97,0.97,rtPA Arrive by 2 hour and Treat by 3 hour,2,2
37454,White,1,0.92,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,8,8
37454,Black,0.97,0.98,0.98,Early Antithrombotics (2 days),35,36
37454,FL_Hispanic,1,0.98,0.97,Early Antithrombotics (2 days),21,21
37454,White,0.99,0.98,0.98,Early Antithrombotics (2 days),130,131
37454,Black,0.95,0.99,0.98,VTE Prophylaxis,37,39
37454,FL_Hispanic,1,0.99,0.98,VTE Prophylaxis,24,24
37454,White,0.99,0.98,0.97,VTE Prophylaxis,147,148
37454,Black,1,1,0.99,Antithrombotics at discharge,37,37
37454,FL_Hispanic,0.95,0.99,0.99,Antithrombotics at discharge,21,22
37454,White,0.99,1,0.99,Antithrombotics at discharge,135,136
37454,Black,1,0.94,0.97,Anticoagulation for AF at discharge,3,3
37454,FL_Hispanic,1,1,0.98,Anticoagulation for AF at discharge,1,1
37454,White,0.95,0.97,0.97,Anticoagulation for AF at discharge,19,20
37454,Black,1,0.99,0.98,Statins at Discharge,27,27
37454,FL_Hispanic,1,0.98,0.98,Statins at Discharge,20,20
37454,White,0.98,0.97,0.97,Statins at Discharge,97,99
37454,Black,1,0.94,0.97,Smoking Cessation Counseling,3,3
37454,FL_Hispanic,1,1,0.97,Smoking Cessation Counseling,3,3
37454,White,0.9,0.95,0.98,Smoking Cessation Counseling,19,21
37454,Black,0.95,0.94,0.94,Defect Free Care,37,39
37454,FL_Hispanic,0.96,0.96,0.94,Defect Free Care,23,24
37454,White,0.95,0.94,0.93,Defect Free Care,142,149
37454,FL_Hispanic,0.5,0.43,0.68,Door To Needle Time Within 60 Minutes,1,2
37454,White,0.33,0.44,0.52,Door To Needle Time Within 60 Minutes,3,9
37454,Black,0.08,0.22,0.28,Door to CT Time Within 25 Minutes (All Strokes),3,37
37454,White,0.09,0.26,0.36,Door to CT Time Within 25 Minutes (All Strokes),13,141
37454,Black,0.5,0.37,0.42,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,1,2
37454,FL_Hispanic,0.67,0.44,0.43,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,2,3
37454,White,0.35,0.34,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,9,26
37474,Black,1,0.98,0.98,Early Antithrombotics (2 days),7,7
37474,FL_Hispanic,1,0.98,0.97,Early Antithrombotics (2 days),1,1
37474,White,0.91,0.98,0.98,Early Antithrombotics (2 days),10,11
37474,Black,1,0.99,0.98,VTE Prophylaxis,8,8
37474,FL_Hispanic,1,0.99,0.98,VTE Prophylaxis,1,1
37474,White,1,0.98,0.97,VTE Prophylaxis,12,12
37474,Black,1,1,0.99,Antithrombotics at discharge,8,8
37474,FL_Hispanic,1,0.99,0.99,Antithrombotics at discharge,1,1
37474,White,0.91,1,0.99,Antithrombotics at discharge,10,11
37474,White,1,0.97,0.97,Anticoagulation for AF at discharge,1,1
37474,Black,1,0.99,0.98,Statins at Discharge,7,7
37474,FL_Hispanic,1,0.98,0.98,Statins at Discharge,1,1
37474,White,1,0.97,0.97,Statins at Discharge,9,9
37474,Black,1,0.94,0.97,Smoking Cessation Counseling,1,1
37474,White,1,0.95,0.98,Smoking Cessation Counseling,3,3
37474,Black,1,0.94,0.94,Defect Free Care,8,8
37474,FL_Hispanic,1,0.96,0.94,Defect Free Care,1,1
37474,White,0.92,0.94,0.93,Defect Free Care,11,12
37474,White,0.09,0.26,0.36,Door to CT Time Within 25 Minutes (All Strokes),1,11
37475,FL_Hispanic,1,0.97,0.97,rtPA Arrive by 2 hour and Treat by 3 hour,1,1
37475,White,0.67,0.92,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,2,3
37475,Black,1,0.98,0.98,Early Antithrombotics (2 days),6,6
37475,FL_Hispanic,1,0.98,0.97,Early Antithrombotics (2 days),13,13
37475,White,0.99,0.98,0.98,Early Antithrombotics (2 days),75,76
37475,Black,1,0.99,0.98,VTE Prophylaxis,6,6
37475,FL_Hispanic,1,0.99,0.98,VTE Prophylaxis,15,15
37475,White,0.98,0.98,0.97,VTE Prophylaxis,80,82
37475,Black,1,1,0.99,Antithrombotics at discharge,6,6
37475,FL_Hispanic,1,0.99,0.99,Antithrombotics at discharge,11,11
37475,White,1,1,0.99,Antithrombotics at discharge,78,78
37475,White,1,0.97,0.97,Anticoagulation for AF at discharge,5,5
37475,Black,1,0.99,0.98,Statins at Discharge,4,4
37475,FL_Hispanic,0.86,0.98,0.98,Statins at Discharge,6,7
37475,White,1,0.97,0.97,Statins at Discharge,50,50
37475,Black,1,0.94,0.97,Smoking Cessation Counseling,1,1
37475,FL_Hispanic,1,1,0.97,Smoking Cessation Counseling,2,2
37475,White,1,0.95,0.98,Smoking Cessation Counseling,11,11
37475,Black,1,0.94,0.94,Defect Free Care,6,6
37475,FL_Hispanic,0.93,0.96,0.94,Defect Free Care,14,15
37475,White,0.96,0.94,0.93,Defect Free Care,80,83
37475,FL_Hispanic,0.14,0.2,0.36,Door to CT Time Within 25 Minutes (All Strokes),2,14
37475,White,0.08,0.26,0.36,Door to CT Time Within 25 Minutes (All Strokes),6,76
37475,FL_Hispanic,1,0.44,0.43,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,2,2
37475,White,0.33,0.34,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,4,12
37476,Black,1,0.98,0.98,Early Antithrombotics (2 days),13,13
37476,FL_Hispanic,1,0.98,0.97,Early Antithrombotics (2 days),15,15
37476,White,1,0.98,0.98,Early Antithrombotics (2 days),92,92
37476,Black,1,0.99,0.98,VTE Prophylaxis,14,14
37476,FL_Hispanic,0.94,0.99,0.98,VTE Prophylaxis,15,16
37476,White,1,0.98,0.97,VTE Prophylaxis,101,101
37476,Black,1,1,0.99,Antithrombotics at discharge,14,14
37476,FL_Hispanic,1,0.99,0.99,Antithrombotics at discharge,16,16
37476,White,1,1,0.99,Antithrombotics at discharge,93,93
37476,Black,1,0.94,0.97,Anticoagulation for AF at discharge,1,1
37476,FL_Hispanic,1,1,0.98,Anticoagulation for AF at discharge,1,1
37476,White,0.89,0.97,0.97,Anticoagulation for AF at discharge,17,19
37476,Black,0.89,0.99,0.98,Statins at Discharge,8,9
37476,FL_Hispanic,0.93,0.98,0.98,Statins at Discharge,13,14
37476,White,0.93,0.97,0.97,Statins at Discharge,71,76
37476,Black,1,0.94,0.97,Smoking Cessation Counseling,3,3
37476,FL_Hispanic,1,1,0.97,Smoking Cessation Counseling,4,4
37476,White,1,0.95,0.98,Smoking Cessation Counseling,14,14
37476,Black,0.93,0.94,0.94,Defect Free Care,13,14
37476,FL_Hispanic,0.88,0.96,0.94,Defect Free Care,14,16
37476,White,0.93,0.94,0.93,Defect Free Care,94,101
37476,White,0.05,0.26,0.36,Door to CT Time Within 25 Minutes (All Strokes),4,83
37494,Black,1,0.9,0.96,rtPA Arrive by 2 hour and Treat by 3 hour,13,13
37494,FL_Hispanic,1,0.97,0.97,rtPA Arrive by 2 hour and Treat by 3 hour,12,12
37494,White,0.96,0.92,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,53,55
37494,Black,0.99,0.98,0.98,Early Antithrombotics (2 days),160,162
37494,FL_Hispanic,1,0.98,0.97,Early Antithrombotics (2 days),66,66
37494,White,0.99,0.98,0.98,Early Antithrombotics (2 days),374,379
37494,Black,1,0.99,0.98,VTE Prophylaxis,193,193
37494,FL_Hispanic,1,0.99,0.98,VTE Prophylaxis,87,87
37494,White,1,0.98,0.97,VTE Prophylaxis,503,504
37494,Black,1,1,0.99,Antithrombotics at discharge,174,174
37494,FL_Hispanic,1,0.99,0.99,Antithrombotics at discharge,75,75
37494,White,1,1,0.99,Antithrombotics at discharge,444,444
37494,Black,1,0.94,0.97,Anticoagulation for AF at discharge,8,8
37494,FL_Hispanic,1,1,0.98,Anticoagulation for AF at discharge,18,18
37494,White,1,0.97,0.97,Anticoagulation for AF at discharge,78,78
37494,Black,0.99,0.99,0.98,Statins at Discharge,122,123
37494,FL_Hispanic,1,0.98,0.98,Statins at Discharge,60,60
37494,White,1,0.97,0.97,Statins at Discharge,324,325
37494,Black,0.84,0.94,0.97,Smoking Cessation Counseling,32,38
37494,FL_Hispanic,1,1,0.97,Smoking Cessation Counseling,8,8
37494,White,0.92,0.95,0.98,Smoking Cessation Counseling,86,93
37494,Black,0.95,0.94,0.94,Defect Free Care,184,193
37494,FL_Hispanic,1,0.96,0.94,Defect Free Care,87,87
37494,White,0.97,0.94,0.93,Defect Free Care,490,505
37494,Black,0.56,0.47,0.46,Door To Needle Time Within 60 Minutes,9,16
37494,FL_Hispanic,0.42,0.43,0.68,Door To Needle Time Within 60 Minutes,5,12
37494,White,0.47,0.44,0.52,Door To Needle Time Within 60 Minutes,31,66
37494,Black,0.18,0.22,0.28,Door to CT Time Within 25 Minutes (All Strokes),32,180
37494,FL_Hispanic,0.29,0.2,0.36,Door to CT Time Within 25 Minutes (All Strokes),24,83
37494,White,0.31,0.26,0.36,Door to CT Time Within 25 Minutes (All Strokes),136,444
37494,Black,0.38,0.37,0.42,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,16,42
37494,FL_Hispanic,0.39,0.44,0.43,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,13,33
37494,White,0.43,0.34,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,66,154
37495,FL_Hispanic,1,0.97,0.97,rtPA Arrive by 2 hour and Treat by 3 hour,1,1
37495,White,1,0.92,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,4,4
37495,Black,1,0.98,0.98,Early Antithrombotics (2 days),16,16
37495,FL_Hispanic,0.96,0.98,0.97,Early Antithrombotics (2 days),49,51
37495,White,0.97,0.98,0.98,Early Antithrombotics (2 days),102,105
37495,Black,1,0.99,0.98,VTE Prophylaxis,16,16
37495,FL_Hispanic,1,0.99,0.98,VTE Prophylaxis,54,54
37495,White,1,0.98,0.97,VTE Prophylaxis,112,112
37495,Black,0.94,1,0.99,Antithrombotics at discharge,15,16
37495,FL_Hispanic,1,0.99,0.99,Antithrombotics at discharge,53,53
37495,White,0.99,1,0.99,Antithrombotics at discharge,108,109
37495,FL_Hispanic,1,1,0.98,Anticoagulation for AF at discharge,3,3
37495,White,1,0.97,0.97,Anticoagulation for AF at discharge,12,12
37495,Black,1,0.99,0.98,Statins at Discharge,13,13
37495,FL_Hispanic,1,0.98,0.98,Statins at Discharge,40,40
37495,White,1,0.97,0.97,Statins at Discharge,89,89
37495,Black,1,0.94,0.97,Smoking Cessation Counseling,3,3
37495,FL_Hispanic,1,1,0.97,Smoking Cessation Counseling,10,10
37495,White,0.91,0.95,0.98,Smoking Cessation Counseling,30,33
37495,Black,0.94,0.94,0.94,Defect Free Care,15,16
37495,FL_Hispanic,0.96,0.96,0.94,Defect Free Care,52,54
37495,White,0.95,0.94,0.93,Defect Free Care,107,113
37495,White,0.25,0.44,0.52,Door To Needle Time Within 60 Minutes,1,4
37495,Black,0.13,0.22,0.28,Door to CT Time Within 25 Minutes (All Strokes),2,15
37495,White,0.04,0.26,0.36,Door to CT Time Within 25 Minutes (All Strokes),4,105
37495,FL_Hispanic,0.25,0.44,0.43,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,2,8
37495,White,0.29,0.34,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,4,14
37496,FL_Hispanic,1,0.97,0.97,rtPA Arrive by 2 hour and Treat by 3 hour,2,2
37496,White,1,0.92,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,3,3
37496,Black,1,0.98,0.98,Early Antithrombotics (2 days),5,5
37496,FL_Hispanic,1,0.98,0.97,Early Antithrombotics (2 days),26,26
37496,White,1,0.98,0.98,Early Antithrombotics (2 days),30,30
37496,Black,1,0.99,0.98,VTE Prophylaxis,5,5
37496,FL_Hispanic,1,0.99,0.98,VTE Prophylaxis,27,27
37496,White,0.97,0.98,0.97,VTE Prophylaxis,35,36
37496,Black,1,1,0.99,Antithrombotics at discharge,5,5
37496,FL_Hispanic,1,0.99,0.99,Antithrombotics at discharge,25,25
37496,White,1,1,0.99,Antithrombotics at discharge,33,33
37496,FL_Hispanic,1,1,0.98,Anticoagulation for AF at discharge,2,2
37496,White,1,0.97,0.97,Anticoagulation for AF at discharge,5,5
37496,Black,1,0.99,0.98,Statins at Discharge,3,3
37496,FL_Hispanic,1,0.98,0.98,Statins at Discharge,18,18
37496,White,0.93,0.97,0.97,Statins at Discharge,25,27
37496,Black,1,0.94,0.97,Smoking Cessation Counseling,1,1
37496,FL_Hispanic,1,1,0.97,Smoking Cessation Counseling,3,3
37496,White,1,0.95,0.98,Smoking Cessation Counseling,9,9
37496,Black,1,0.94,0.94,Defect Free Care,5,5
37496,FL_Hispanic,1,0.96,0.94,Defect Free Care,29,29
37496,White,0.92,0.94,0.93,Defect Free Care,33,36
37496,FL_Hispanic,0.5,0.43,0.68,Door To Needle Time Within 60 Minutes,1,2
37496,White,1,0.44,0.52,Door To Needle Time Within 60 Minutes,3,3
37496,Black,0.4,0.22,0.28,Door to CT Time Within 25 Minutes (All Strokes),2,5
37496,FL_Hispanic,0.28,0.2,0.36,Door to CT Time Within 25 Minutes (All Strokes),7,25
37496,White,0.24,0.26,0.36,Door to CT Time Within 25 Minutes (All Strokes),8,34
37496,FL_Hispanic,0.5,0.44,0.43,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,2,4
37496,White,0.75,0.34,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,3,4
37556,White,1,0.94,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,2,2
37556,Black,0.94,0.97,0.98,Early Antithrombotics (2 days),15,16
37556,FL_Hispanic,1,0.97,0.97,Early Antithrombotics (2 days),5,5
37556,White,0.96,0.97,0.98,Early Antithrombotics (2 days),55,57
37556,Black,1,0.98,0.98,VTE Prophylaxis,17,17
37556,FL_Hispanic,1,0.99,0.98,VTE Prophylaxis,5,5
37556,White,0.94,0.98,0.97,VTE Prophylaxis,58,62
37556,Black,0.94,0.99,0.99,Antithrombotics at discharge,15,16
37556,FL_Hispanic,1,0.98,0.99,Antithrombotics at discharge,5,5
37556,White,0.97,0.99,0.99,Antithrombotics at discharge,56,58
37556,White,1,0.97,0.97,Anticoagulation for AF at discharge,7,7
37556,Black,1,0.96,0.98,Statins at Discharge,9,9
37556,FL_Hispanic,1,0.96,0.98,Statins at Discharge,5,5
37556,White,0.95,0.97,0.97,Statins at Discharge,42,44
37556,Black,1,0.99,0.97,Smoking Cessation Counseling,6,6
37556,FL_Hispanic,1,1,0.97,Smoking Cessation Counseling,2,2
37556,White,1,0.99,0.98,Smoking Cessation Counseling,10,10
37556,Black,0.88,0.93,0.94,Defect Free Care,15,17
37556,FL_Hispanic,1,0.92,0.94,Defect Free Care,5,5
37556,White,0.87,0.93,0.93,Defect Free Care,54,62
37556,White,0.5,0.39,0.52,Door To Needle Time Within 60 Minutes,1,2
37556,Black,0.14,0.22,0.28,Door to CT Time Within 25 Minutes (All Strokes),2,14
37556,White,0.25,0.34,0.36,Door to CT Time Within 25 Minutes (All Strokes),13,53
37556,White,0.14,0.31,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,2,14
37818,PR_Hispanic,0.96,0.67,0.67,rtPA Arrive by 2 hour and Treat by 3 hour,22,23
37818,PR_Hispanic,0.86,0.85,0.85,Early Antithrombotics (2 days),330,384
37818,PR_Hispanic,0.9,0.79,0.79,VTE Prophylaxis,415,463
37818,PR_Hispanic,0.96,0.93,0.93,Antithrombotics at discharge,368,383
37818,PR_Hispanic,0.97,0.93,0.93,Anticoagulation for AF at discharge,29,30
37818,PR_Hispanic,0.88,0.83,0.83,Statins at Discharge,250,284
37818,PR_Hispanic,1,0.95,0.95,Smoking Cessation Counseling,33,33
37818,PR_Hispanic,0.74,0.63,0.63,Defect Free Care,346,465
37818,PR_Hispanic,0.5,0.49,0.49,Door To Needle Time Within 60 Minutes,17,34
